,#,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
372,373,Nainital-Udhamsingh Nagar,4.0,GEN,Uttarakhand,Bhagat Singh Koshyari,Bharatiya Janta Party,1610810.0,1101435.0,68.4,284717.0,25.8
373,374,Nalanda,29.0,GEN,Bihar,Kaushlendra Kumar,Janata Dal (United),1951967.0,921761.0,47.2,9627.0,1.0
374,375,Nalgonda,13.0,GEN,Telangana,Gutha Sukhender Reddy,Indian National Congress,1495580.0,1189399.0,79.5,193156.0,16.2
375,376,Namakkal,16.0,GEN,Tamil Nadu,Sundaram P.R,All India Anna Dravida Munnetra Kazhagam,1329552.0,1058755.0,79.6,294374.0,27.8
376,377,Nanded,16.0,GEN,Maharashtra,Ashok Shankarrao Chavan,Indian National Congress,1687057.0,1013350.0,60.1,81455.0,8.0
377,378,Nandurbar,1.0,ST,Maharashtra,Dr.Gavit Heena Vaijaykumar,Bharatiya Janta Party,1672715.0,1116676.0,66.8,106905.0,9.6
378,379,Nandyal,14.0,GEN,Andhra Pradesh,S.P.Y Reddy,Yuvajana Sramika Rythu Congress Party,1577128.0,1204956.0,76.4,105766.0,8.8
379,380,Narasaraopet,15.0,GEN,Andhra Pradesh,Sambasiva Rao Rayapati,Telugu Desam,1514861.0,1282058.0,84.6,35280.0,2.8
380,381,Narsapuram,16.0,GEN,Andhra Pradesh,Gokaraju Ganga Raju,Bharatiya Janta Party,1325143.0,1088951.0,82.2,85351.0,7.8
381,382,Nashik,21.0,GEN,Maharashtra,Godse Hemant Tukaram,Shiv Sena,1593237.0,937405.0,58.8,187336.0,20.0
382,383,Navsari,25.0,GEN,Gujarat,C. R. Patil,Bharatiya Janta Party,1764622.0,1160747.0,65.8,558116.0,48.1
383,384,Nawada,39.0,GEN,Bihar,Giriraj Singh,Bharatiya Janta Party,1675789.0,884441.0,52.8,140157.0,15.8
384,385,Nellore,17.0,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Yuvajana Sramika Rythu Congress Party,1606140.0,1187648.0,73.9,13478.0,1.1
385,386,New Delhi,4.0,GEN,Delhi,Meenakashi Lekhi,Bharatiya Janta Party,1490147.0,969812.0,65.1,162708.0,16.8
386,387,Nilgiris,19.0,SC,Tamil Nadu,"Gopalakrishnan, C.",All India Anna Dravida Munnetra Kazhagam,1269163.0,933076.0,73.5,104940.0,11.2
387,388,Nizamabad,4.0,GEN,Telangana,Kalvakuntla Kavitha,Telangana Rashtra Samithi,1496193.0,1033924.0,69.1,167184.0,16.2
388,389,North East Delhi,2.0,GEN,Delhi,Manoj Tiwari,Bharatiya Janta Party,1957707.0,1317338.0,67.3,144084.0,10.9
389,390,North Goa,1.0,GEN,Goa,Shripad Yesso Naik,Bharatiya Janta Party,515441.0,406631.0,78.9,105599.0,26.0
390,391,North West Delhi,5.0,SC,Delhi,Udit Raj,Bharatiya Janta Party,2194425.0,1356036.0,61.8,106802.0,7.9
391,392,Nowgong,10.0,GEN,Assam,Rajen Gohain,Bharatiya Janta Party,1523881.0,1230074.0,80.7,143559.0,11.7
392,393,Ongole,18.0,GEN,Andhra Pradesh,Y.V.Subba Reddy,Yuvajana Sramika Rythu Congress Party,1470483.0,1208225.0,82.2,15658.0,1.3
393,394,Osmanabad,40.0,GEN,Maharashtra,Gaikwad Ravindra Vishwanath,Shiv Sena,1726793.0,1118151.0,64.8,234325.0,21.0
394,395,Outer Manipur,2.0,ST,Manipur,Thangso Baite,Indian National Congress,918966.0,771766.0,84.0,15637.0,2.0
395,396,Palakkad,8.0,GEN,Kerala,M B Rajesh,Communist Party Of India (Marxist),1208758.0,910322.0,75.3,105300.0,11.6
396,397,Palamau,13.0,SC,Jharkhand,Vishnu Dayal Ram,Bharatiya Janta Party,1645957.0,977323.0,59.4,263942.0,27.0
397,398,Palghar,22.0,ST,Maharashtra,Adv. Chintaman Navasha Wanga,Bharatiya Janta Party,1578077.0,992618.0,62.9,239520.0,24.1
398,399,Pali,15.0,GEN,Rajasthan,P P Choudhary,Bharatiya Janta Party,1893030.0,1095587.0,57.9,399039.0,36.4
399,400,Panchmahal,18.0,GEN,Gujarat,Chauhan Prabhatsinh Pratapsinh,Bharatiya Janta Party,1576667.0,933461.0,59.2,170596.0,18.3
400,401,Parbhani,17.0,GEN,Maharashtra,Jadhav Sanjay (BANDU) HARIBHAU,Shiv Sena,1803792.0,1162233.0,64.4,127155.0,10.9
401,402,Paschim Champaran,2.0,GEN,Bihar,Dr. Sanjay Jaiswal,Bharatiya Janta Party,1413073.0,854800.0,60.5,110254.0,12.9
402,403,Pataliputra,31.0,GEN,Bihar,Ram Kripal Yadav,Bharatiya Janta Party,1736074.0,978649.0,56.4,40322.0,4.1
403,404,Patan,3.0,GEN,Gujarat,Liladharbhai Khodaji Vaghela,Bharatiya Janta Party,1628641.0,955799.0,58.7,138719.0,14.5
404,405,Pathanamthitta,17.0,GEN,Kerala,Anto Antony,Indian National Congress,1323906.0,869452.0,65.7,56191.0,6.5
405,406,Patiala,13.0,GEN,Punjab,Dr. Dharam Vira Gandhi,Aam Aadmi Party,1580273.0,1120933.0,70.9,20942.0,1.9
406,407,Patna Sahib,30.0,GEN,Bihar,Shatrughana Sinha,Bharatiya Janta Party,1946249.0,882262.0,45.3,265805.0,30.1
407,408,Peddapalli,2.0,SC,Telangana,Balka Suman,Telangana Rashtra Samithi,1425361.0,1022184.0,71.7,291158.0,28.5
408,409,Perambalur,25.0,GEN,Tamil Nadu,"Marutharajaa, R.P.",All India Anna Dravida Munnetra Kazhagam,1285434.0,1030826.0,80.2,213048.0,20.7
409,410,Phulpur,51.0,GEN,Uttar Pradesh,Keshav Prasad Maurya,Bharatiya Janta Party,1913274.0,960341.0,50.2,308308.0,32.1
410,411,Pilibhit,26.0,GEN,Uttar Pradesh,Maneka Sanjay Gandhi,Bharatiya Janta Party,1671151.0,1050547.0,62.9,307052.0,29.2
411,412,Pollachi,21.0,GEN,Tamil Nadu,Mahendran.C,All India Anna Dravida Munnetra Kazhagam,1381505.0,1012667.0,73.3,140974.0,13.9
412,413,Pondicherry,1.0,GEN,Puducherry,R. Radhakrishnan,All India N.R. Congress,901357.0,740017.0,82.1,60854.0,8.2
413,414,Ponnani,7.0,GEN,Kerala,E. T. Mohammed Basheer,Indian Union Muslim League,1180789.0,871592.0,73.8,25410.0,2.9
414,415,Porbandar,11.0,GEN,Gujarat,Radadiya Vithalbhai Hansrajbhai,Bharatiya Janta Party,1539223.0,809433.0,52.6,267971.0,33.1
415,416,Pratapgarh,39.0,GEN,Uttar Pradesh,Kuwar Harivansh Singh,Apna Dal,1716625.0,894456.0,52.1,168222.0,18.8
416,417,Pune,34.0,GEN,Maharashtra,Anil Shirole,Bharatiya Janta Party,1835836.0,993274.0,54.1,315769.0,31.8
417,418,Puri,17.0,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1404581.0,1039389.0,74.0,263361.0,25.3
418,419,Purnia,12.0,GEN,Bihar,Santosh Kumar,Janata Dal (United),1582967.0,1017732.0,64.3,116669.0,11.5
419,420,Purulia,35.0,GEN,West Bengal,Dr. Mriganka Mahato,All India Trinamool Congress,1471933.0,1204675.0,81.8,153877.0,12.8
420,421,Purvi Champaran,3.0,GEN,Bihar,Radha Mohan Singh,Bharatiya Janta Party,1452963.0,822671.0,56.6,192163.0,23.4
421,422,Rae Bareli,36.0,GEN,Uttar Pradesh,Sonia Gandhi,Indian National Congress,1594954.0,825136.0,51.7,352713.0,42.7
422,423,Raichur,6.0,ST,Karnataka,B.V.Nayak,Indian National Congress,1661606.0,968889.0,58.3,1499.0,0.2
423,424,Raigad,32.0,GEN,Maharashtra,Anant Geete,Shiv Sena,1532781.0,987766.0,64.4,2110.0,0.2
424,425,Raiganj,5.0,GEN,West Bengal,Md. Salim,Communist Party Of India (Marxist),1387526.0,1108193.0,79.9,1634.0,0.1
425,426,Raigarh,2.0,ST,Chhattisgarh,Vishnu Deo Sai,Bharatiya Janta Party,1605824.0,1246186.0,77.6,216750.0,17.4
426,427,Raipur,8.0,GEN,Chhattisgarh,Ramesh Bais,Bharatiya Janta Party,1904230.0,1250845.0,65.7,171646.0,13.7
427,428,Rajahmundry,19.0,GEN,Andhra Pradesh,Murali Mohan Maganti,Telugu Desam,1421288.0,1154381.0,81.2,167434.0,14.5
428,429,Rajampet,20.0,GEN,Andhra Pradesh,P.V.Midhun Reddy,Yuvajana Sramika Rythu Congress Party,1487498.0,1158317.0,77.9,174762.0,15.1
429,430,Rajgarh,20.0,GEN,Madhya Pradesh,Rodmal Nagar,Bharatiya Janta Party,1578748.0,1010724.0,64.0,228737.0,22.6
430,431,Rajkot,10.0,GEN,Gujarat,Kundariya Mohanbhai Kalyanjibhai,Bharatiya Janta Party,1655717.0,1057069.0,63.8,246428.0,23.3
431,432,Rajmahal,1.0,ST,Jharkhand,Vijay Kumar Hansdak,Jharkhand Mukti Morcha,1353172.0,951563.0,70.3,41337.0,4.3
432,433,Rajnandgaon,6.0,GEN,Chhattisgarh,Abhishek Singh,Bharatiya Janta Party,1588095.0,1178296.0,74.2,235911.0,20.0
433,434,Rajsamand,22.0,GEN,Rajasthan,Hariom Singh Rathore,Bharatiya Janta Party,1699401.0,982119.0,57.8,395705.0,40.3
434,435,Ramanathapuram,35.0,GEN,Tamil Nadu,Anwhar Raajhaa.A,All India Anna Dravida Munnetra Kazhagam,1455891.0,1001048.0,68.8,119324.0,11.9
435,436,Rampur,7.0,GEN,Uttar Pradesh,Dr. Nepal Singh,Bharatiya Janta Party,1616984.0,956389.0,59.2,23435.0,2.5
436,437,Ramtek,9.0,SC,Maharashtra,Krupal Balaji Tumane,Shiv Sena,1677245.0,1050316.0,62.6,175791.0,16.7
437,438,Ranaghat,13.0,SC,West Bengal,Tapas Mandal,All India Trinamool Congress,1602849.0,1353196.0,84.4,201767.0,14.9
438,439,Ranchi,8.0,GEN,Jharkhand,Ram Tahal Choudhary,Bharatiya Janta Party,1648464.0,1049783.0,63.7,199303.0,19.0
439,440,Ratlam,24.0,ST,Madhya Pradesh,Dileepsingh Bhuria,Bharatiya Janta Party,1702648.0,1082681.0,63.6,108447.0,10.0
440,441,Ratnagiri - Sindhudurg,46.0,GEN,Maharashtra,Vinayak Bhaurao Raut,Shiv Sena,1367361.0,896256.0,65.6,150051.0,16.7
441,442,Raver,4.0,GEN,Maharashtra,Khadase Raksha Nikhil,Bharatiya Janta Party,1593370.0,1009213.0,63.3,318068.0,31.5
442,443,Rewa,10.0,GEN,Madhya Pradesh,Janardan Mishra,Bharatiya Janta Party,1544719.0,830002.0,53.7,168726.0,20.3
443,444,Robertsganj,80.0,SC,Uttar Pradesh,Chhotelal,Bharatiya Janta Party,1639561.0,885873.0,54.0,190486.0,21.5
444,445,Rohtak,7.0,GEN,Haryana,Deepender Singh Hooda,Indian National Congress,1567504.0,1044331.0,66.6,170627.0,16.3
445,446,Sabarkantha,5.0,GEN,Gujarat,Rathod Dipsinh Shankarsinh,Bharatiya Janta Party,1615840.0,1094002.0,67.7,84455.0,7.7
446,447,Sagar,5.0,GEN,Madhya Pradesh,Laxmi Narayan Yadav,Bharatiya Janta Party,1520184.0,891929.0,58.7,120737.0,13.5
447,448,Saharanpur,1.0,GEN,Uttar Pradesh,Raghav Lakhanpal,Bharatiya Janta Party,1608833.0,1194308.0,74.2,65090.0,5.5
448,449,Salem,15.0,GEN,Tamil Nadu,Pannerselvam.V,All India Anna Dravida Munnetra Kazhagam,1498350.0,1150296.0,76.8,267610.0,23.3
449,450,Salempur,71.0,GEN,Uttar Pradesh,Ravindra Kushawaha,Bharatiya Janta Party,1661737.0,854749.0,51.4,232342.0,27.2
450,451,Samastipur,23.0,SC,Bihar,Ram Chandra Paswan,Lok Jan Shakti Party,1503005.0,863199.0,57.4,6872.0,0.8
451,452,Sambalpur,3.0,GEN,Orissa,Nagendra Kumar Pradhan,Biju Janata Dal,1297098.0,984309.0,75.9,30576.0,3.1
452,453,Sambhal,8.0,GEN,Uttar Pradesh,Satyapal Singh,Bharatiya Janta Party,1693245.0,1057002.0,62.4,5174.0,0.5
453,454,Sangli,44.0,GEN,Maharashtra,Sanjaykaka Patil,Bharatiya Janta Party,1649107.0,1046659.0,63.5,239292.0,22.9
454,455,Sangrur,12.0,GEN,Punjab,Bhagwant Mann,Aam Aadmi Party,1424743.0,1099467.0,77.2,211721.0,19.3
455,456,Sant Kabir Nagar,62.0,GEN,Uttar Pradesh,Sharad Tripathi,Bharatiya Janta Party,1904327.0,1011649.0,53.1,97978.0,9.7
456,457,Saran,20.0,GEN,Bihar,Rajiv Pratap Rudy,Bharatiya Janta Party,1538744.0,863254.0,56.1,40948.0,4.7
457,458,Sarguja,1.0,ST,Chhattisgarh,Kamalbhan Singh Marabi,Bharatiya Janta Party,1523072.0,1187321.0,78.0,147236.0,12.4
458,459,Sasaram,34.0,SC,Bihar,Chhedi Paswan,Bharatiya Janta Party,1607747.0,846788.0,52.7,63327.0,7.5
459,460,Satara,45.0,GEN,Maharashtra,Shrimant Chh. Udayanraje Pratapsinha Bhonsale,Nationalist Congress Party,1719998.0,976681.0,56.8,366594.0,37.5
460,461,Satna,9.0,GEN,Madhya Pradesh,Ganesh Singh,Bharatiya Janta Party,1458084.0,913444.0,62.7,8688.0,1.0
461,462,Secundrabad,8.0,GEN,Telangana,Bandaru Dattatreya,Bharatiya Janta Party,1893647.0,1003769.0,53.0,254735.0,25.4
462,463,Shahdol,12.0,ST,Madhya Pradesh,Dalpat Singh Paraste,Bharatiya Janta Party,1561321.0,968518.0,62.0,241301.0,24.9
463,464,Shahjahanpur,27.0,SC,Uttar Pradesh,Krishna Raj,Bharatiya Janta Party,1979294.0,1129841.0,57.1,235529.0,20.8
464,465,Sheohar,4.0,GEN,Bihar,Rama Devi,Bharatiya Janta Party,1489724.0,842894.0,56.6,136239.0,16.2
465,466,Shillong,1.0,ST,Meghalaya,Vincent H. Pala,Indian National Congress,980740.0,619987.0,63.2,40379.0,6.5
466,467,Shimla,4.0,SC,Himachal Pradesh,Virender Kashyap,Bharatiya Janta Party,1153363.0,737757.0,64.0,84187.0,11.4
467,468,Shimoga,14.0,GEN,Karnataka,B. S. Yeddyurappa,Bharatiya Janta Party,1562241.0,1129008.0,72.3,363305.0,32.2
468,469,Shirdi,38.0,SC,Maharashtra,Lokhande Sadashiv Kisan,Shiv Sena,1459712.0,932645.0,63.9,199922.0,21.4
469,470,Shirur,36.0,GEN,Maharashtra,Adhalrao Shivaji Dattatrey,Shiv Sena,1824112.0,1089506.0,59.7,301814.0,27.7
470,471,Shrawasti,58.0,GEN,Uttar Pradesh,Daddan Mishra,Bharatiya Janta Party,1788080.0,979638.0,54.8,85913.0,8.8
471,472,Sidhi,11.0,GEN,Madhya Pradesh,Riti Pathak,Bharatiya Janta Party,1736050.0,989396.0,57.0,108046.0,10.9
472,473,Sikar,5.0,GEN,Rajasthan,Sumedhanand Saraswati,Bharatiya Janta Party,1770424.0,1065750.0,60.2,239196.0,22.4
473,474,Sikkim,1.0,GEN,Sikkim,Prem Das Rai,Sikkim Democratic Front,370611.0,308967.0,83.4,41742.0,13.5
474,475,Silchar,2.0,GEN,Assam,Sushmita Dev,Indian National Congress,1060175.0,799830.0,75.4,35241.0,4.4
475,476,Singhbhum,10.0,ST,Jharkhand,Laxman Giluwa,Bharatiya Janta Party,1152570.0,795286.0,69.0,87524.0,11.0
476,477,Sirsa,3.0,SC,Haryana,Charanjeet Singh Rori,Indian National Lok Dal,1660557.0,1279105.0,77.0,115736.0,9.0
477,478,Sitamarhi,5.0,GEN,Bihar,Ram Kumar Sharma,Rashtriya Lok Samta Party,1574914.0,900588.0,57.2,147965.0,16.4
478,479,Sitapur,30.0,GEN,Uttar Pradesh,Rajesh Verma,Bharatiya Janta Party,1550263.0,1026972.0,66.3,51027.0,5.0
479,480,Sivaganga,31.0,GEN,Tamil Nadu,Senthilnathan Pr,All India Anna Dravida Munnetra Kazhagam,1412373.0,1027036.0,72.7,229385.0,22.3
480,481,Siwan,18.0,GEN,Bihar,Om Prakash Yadav,Bharatiya Janta Party,1563860.0,884021.0,56.5,113847.0,12.9
481,482,Solapur,42.0,SC,Maharashtra,Sharad Bansode,Bharatiya Janta Party,1702755.0,951201.0,55.9,149674.0,15.7
482,483,Sonipat,6.0,GEN,Haryana,Ramesh Chander,Bharatiya Janta Party,1417188.0,985637.0,69.6,77414.0,7.9
483,484,South Delhi,7.0,GEN,Delhi,Ramesh Bidhuri,Bharatiya Janta Party,1752741.0,1102410.0,62.9,107000.0,9.7
484,485,South Goa,2.0,GEN,Goa,Adv. Narendra Keshav Sawaikar,Bharatiya Janta Party,545336.0,410369.0,75.3,32330.0,7.9
485,486,Srerampur,27.0,GEN,West Bengal,Kalyan Banerjee,All India Trinamool Congress,1624038.0,1290433.0,79.5,152526.0,11.8
486,487,Srikakulam,21.0,GEN,Andhra Pradesh,Rammohan Naidu Kinjarapu,Telugu Desam,1413989.0,1051446.0,74.4,127572.0,12.1
487,488,Srinagar,2.0,GEN,Jammu & Kashmir,Tariq Hameed Karra,Jammu & Kashmir Peoples Democratic Party,1205233.0,312212.0,25.9,42280.0,13.5
488,489,Sriperumbudur,5.0,GEN,Tamil Nadu,"Ramachandran, K.N. Thiru",All India Anna Dravida Munnetra Kazhagam,1946503.0,1286647.0,66.1,102646.0,8.0
489,490,Sultanpur,38.0,GEN,Uttar Pradesh,Feroze Varun Gandhi,Bharatiya Janta Party,1703698.0,964981.0,56.6,178902.0,18.5
490,491,Sundargarh,2.0,ST,Orissa,Jual @ Juel Oram,Bharatiya Janta Party,1410532.0,1010711.0,71.7,18829.0,1.9
491,492,Supaul,8.0,GEN,Bihar,Ranjeet Ranjan,Indian National Congress,1525592.0,970528.0,63.6,59672.0,6.1
492,493,Surat,24.0,GEN,Gujarat,Darshana Vikram Jardosh,Bharatiya Janta Party,1484068.0,947922.0,63.9,533190.0,56.2
493,494,Surendranagar,9.0,GEN,Gujarat,Fatepara Devajibhai Govindbhai,Bharatiya Janta Party,1656657.0,944677.0,57.0,202907.0,21.5
494,495,Tamluk,30.0,GEN,West Bengal,Adhikari Suvendu,All India Trinamool Congress,1527273.0,1337684.0,87.6,246481.0,18.4
495,496,Tehri Garhwal,1.0,GEN,Uttarakhand,Mala Rajya Laxmi Shah,Bharatiya Janta Party,1352845.0,776214.0,57.4,192503.0,24.8
496,497,Tenkasi,37.0,SC,Tamil Nadu,Vasanthi.M,All India Anna Dravida Munnetra Kazhagam,1382081.0,1017938.0,73.7,161774.0,15.9
497,498,Tezpur,9.0,GEN,Assam,Ram Prasad Sarmah,Bharatiya Janta Party,1259568.0,980688.0,77.9,86020.0,8.8
498,499,Thane,25.0,GEN,Maharashtra,Vichare Rajan Baburao,Shiv Sena,2073442.0,1054189.0,50.8,281299.0,26.7
499,500,Thanjavur,30.0,GEN,Tamil Nadu,Parasuraman.K,All India Anna Dravida Munnetra Kazhagam,1340050.0,1012258.0,75.5,144119.0,14.2
500,501,Theni,33.0,GEN,Tamil Nadu,"Parthipan, R.",All India Anna Dravida Munnetra Kazhagam,1441302.0,1075583.0,74.6,314532.0,29.2
501,502,Thiruvallur,1.0,SC,Tamil Nadu,Venugopal.P.(DR),All India Anna Dravida Munnetra Kazhagam,1702833.0,1254440.0,73.7,323430.0,25.8
502,503,Thiruvananthapuram,20.0,GEN,Kerala,Dr. Shashi Tharoor,Indian National Congress,1272748.0,873439.0,68.6,15470.0,1.8
503,504,Thoothukkudi,36.0,GEN,Tamil Nadu,Jeyasingh Thiyagaraj Natterjee.J,All India Anna Dravida Munnetra Kazhagam,1310597.0,916778.0,70.0,124002.0,13.5
504,505,Thrissur,10.0,GEN,Kerala,C. N. Jayadevan,Communist Party Of India,1275288.0,920505.0,72.2,38227.0,4.2
505,506,Tikamgarh,6.0,SC,Madhya Pradesh,Dr. Virendra Kumar,Bharatiya Janta Party,1529003.0,766321.0,50.1,208731.0,27.2
506,507,Tiruchirappalli,24.0,GEN,Tamil Nadu,Kumar.P,All India Anna Dravida Munnetra Kazhagam,1387140.0,988250.0,71.2,150476.0,15.2
507,508,Tirunelveli,38.0,GEN,Tamil Nadu,Prabakaran.K.R.P,All India Anna Dravida Munnetra Kazhagam,1420435.0,962330.0,67.8,126099.0,13.1
508,509,Tirupati,22.0,SC,Andhra Pradesh,Varaprasad Rao Velagapalli,Yuvajana Sramika Rythu Congress Party,1574544.0,1213064.0,77.0,37425.0,3.1
509,510,Tiruppur,18.0,GEN,Tamil Nadu,V.Sathyabama,All India Anna Dravida Munnetra Kazhagam,1375589.0,1050190.0,76.3,179315.0,17.1
510,511,Tiruvannamalai,11.0,GEN,Tamil Nadu,Vanaroja R,All India Anna Dravida Munnetra Kazhagam,1352966.0,1067447.0,78.9,168606.0,15.8
511,512,Tonk-Sawai Madhopur,12.0,GEN,Rajasthan,Sukhbir Singh Jaunapuria,Bharatiya Janta Party,1710775.0,1043040.0,61.0,135311.0,13.0
512,513,Tripura East,2.0,ST,Tripura,Jitendra Choudhury,Communist Party Of India (Marxist),1140269.0,951110.0,83.4,484358.0,50.9
513,514,Tripura West,1.0,GEN,Tripura,Sankar Prasad Datta,Communist Party Of India (Marxist),1248550.0,1072749.0,85.9,503486.0,46.9
514,515,Tumkur,19.0,GEN,Karnataka,Muddahanumegowda.S.P.,Indian National Congress,1518518.0,1101484.0,72.5,74041.0,6.7
515,516,Tura,2.0,ST,Meghalaya,Purno Agitok Sangma,National People's Party,586501.0,458071.0,78.1,39716.0,8.7
516,517,Udaipur,19.0,ST,Rajasthan,Arjunlal Meena,Bharatiya Janta Party,1817940.0,1193202.0,65.6,236762.0,19.8
517,518,Udhampur,5.0,GEN,Jammu & Kashmir,Dr. Jitendra Singh,Bharatiya Janta Party,1490244.0,1041758.0,69.9,60976.0,5.9
518,519,Udupi Chikmagalur,15.0,GEN,Karnataka,Shobha Karandlaje,Bharatiya Janta Party,1387295.0,1034108.0,74.5,181643.0,17.6
519,520,Ujiarpur,22.0,GEN,Bihar,Nityanand Rai,Bharatiya Janta Party,1428445.0,858920.0,60.1,60469.0,7.0
520,521,Ujjain,22.0,SC,Madhya Pradesh,Prof. Chintamani Malviya,Bharatiya Janta Party,1525481.0,1016405.0,66.6,309663.0,30.5
521,522,Uluberia,26.0,GEN,West Bengal,Sultan Ahmed,All India Trinamool Congress,1448632.0,1186027.0,81.9,201222.0,17.0
522,523,Unnao,33.0,GEN,Uttar Pradesh,Swami Sachchidanand Hari Sakshi,Bharatiya Janta Party,2164392.0,1201603.0,55.5,310173.0,25.8
523,524,Uttara Kannada,12.0,GEN,Karnataka,Anantkumar Hegde,Bharatiya Janta Party,1450599.0,1001038.0,69.0,140700.0,14.1
524,525,Vadakara,3.0,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1182504.0,959342.0,81.1,3306.0,0.3
525,526,Vadodara,20.0,GEN,Gujarat,Narendra Modi,Bharatiya Janta Party,1638321.0,1161577.0,70.9,570128.0,49.1
526,527,Vaishali,16.0,GEN,Bihar,Rama Kishore Singh,Lok Jan Shakti Party,1587202.0,925937.0,58.3,99267.0,10.7
527,528,Valmiki Nagar,1.0,GEN,Bihar,Satish Chandra Dubey,Bharatiya Janta Party,1456576.0,900114.0,61.8,117793.0,13.1
528,529,Valsad,26.0,ST,Gujarat,Dr. K.C.Patel,Bharatiya Janta Party,1512061.0,1122203.0,74.2,208004.0,18.5
529,530,Varanasi,77.0,GEN,Uttar Pradesh,Narendra Modi,Bharatiya Janta Party,1767486.0,1030685.0,58.3,371784.0,36.1
530,531,Vellore,8.0,GEN,Tamil Nadu,"Senguttuvan, B.",All India Anna Dravida Munnetra Kazhagam,1312251.0,974770.0,74.3,59393.0,6.1
531,532,Vidisha,18.0,GEN,Madhya Pradesh,Sushma Swaraj,Bharatiya Janta Party,1634370.0,1073473.0,65.7,410698.0,38.3
532,533,Vijayawada,23.0,GEN,Andhra Pradesh,Kesineni Srinivas,Telugu Desam,1564513.0,1195075.0,76.4,74862.0,6.3
533,534,Viluppuram,13.0,SC,Tamil Nadu,Rajendran S,All India Anna Dravida Munnetra Kazhagam,1387007.0,1067641.0,77.0,193367.0,18.1
534,535,Virudhunagar,34.0,GEN,Tamil Nadu,Radhakrishnan T,All India Anna Dravida Munnetra Kazhagam,1350495.0,1010930.0,74.9,145551.0,14.4
535,536,Visakhapatnam,24.0,GEN,Andhra Pradesh,Kambhampati Hari Babu,Bharatiya Janta Party,1723037.0,1163558.0,67.5,90488.0,7.8
536,537,Vizianagaram,25.0,GEN,Andhra Pradesh,Ashok Gajapathi Raju Pusapati,Telugu Desam,1404127.0,1120316.0,79.8,106911.0,9.5
537,538,Warangal,15.0,SC,Telangana,Kadiyam Srihari,Telangana Rashtra Samithi,1537781.0,1174631.0,76.4,392574.0,33.4
538,539,Wardha,8.0,GEN,Maharashtra,Ramdas Chandrabhanji Tadas,Bharatiya Janta Party,1564553.0,1013445.0,64.8,215783.0,21.3
539,540,Wayanad,4.0,GEN,Kerala,M I Shanavas,Indian National Congress,1249420.0,915006.0,73.2,20870.0,2.3
540,541,West Delhi,6.0,GEN,Delhi,Parvesh Sahib Singh Verma,Bharatiya Janta Party,2039410.0,1347971.0,66.1,268586.0,19.9
541,542,Yavatmal-Washim,14.0,GEN,Maharashtra,Gawali Bhavana Pundlikrao,Shiv Sena,1743498.0,1032949.0,59.3,93816.0,9.1
542,543,Zahirabad,5.0,GEN,Telangana,B.B. Patil,Telangana Rashtra Samithi,1445246.0,1094806.0,75.8,144631.0,13.2
